2016-02-03 14:12:44.69899+08	5447996562141	84745951	\N	简直觉得基地快点快点快点开快点	49	draft	f	2016-02-03 14:12:44.69899+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 14:17:59.339207+08	5448027976895	84745951	\N	那些继续进行快点发那么疯狂疯狂疯狂	49	draft	f	2016-02-03 14:17:59.339207+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-25 10:19:49.456623+08	5636679136248	84743844	\N	活该锅盖头反反复复刚刚	49	draft	f	2016-02-25 10:19:49.456623+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-05 14:17:15.843799+08	5465303886730	84758758	\N	想了解茵曼线下实体店运作模式及加盟代理合作条件。	49	closed	f	2016-02-15 17:55:20.422601+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 14:18:20.697154+08	5448030196601	84745950	\N	简直就像觉得基地觉得肯定看看大家	49	closed	f	2016-02-03 14:20:14.893887+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 13:04:32.112426+08	5456227053380	84753335	84773583	想找一个理财师作为理财顾问，如何判断这个理财师是靠谱且专业的？哪些公司理财师比较有口碑？	49	done	t	2016-02-15 21:18:45.626021+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-16 15:34:55.191621+08	5560809749816	84745951	\N	ghhjj骨灰盒骨灰盒	49	draft	f	2016-02-16 15:34:55.191621+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-05 14:24:02.06224+08	5465344482448	84771355	\N	春节期间我在杭州，相约个行家一起吃饭聊天，有兴趣的约一个，我请客。	49	refunded	f	2016-02-17 17:19:11.93421+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 12:33:12.489411+08	5456039450805	84761170	84743818	怎样量化一个技术合伙人应该持有多少股份（不出资）？  谢谢！	49	done	t	2016-02-04 13:38:27.421461+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 13:46:55.477637+08	5456481725344	84769679	\N	想找一个摄影师帮我拍职业肖像照，市场上价格高低都有，如何判断摄影师的资质，并选择性价比高的摄影师呢？	49	draft	f	2016-02-04 13:46:55.477637+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 15:19:10.336575+08	5448395280497	84745950	\N	xdjjnxsnixsnxskkm	49	refunded	f	2016-02-18 11:08:01.447327+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 14:37:49.054541+08	5448147173930	84745920	\N	我我我我我我我我我我我我我	49	draft	f	2016-02-03 14:37:49.054541+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 14:38:05.956519+08	5448148633578	84745920	\N	隐隐约约一样uuuu	49	draft	f	2016-02-03 14:38:05.956519+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 14:43:25.105149+08	5448180490325	84745917	\N	职场女性在面试时被问到结婚生孩子、工作与家庭平衡问题时，怎么回答最合适？\t	49	draft	f	2016-02-03 14:43:25.105149+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 13:58:01.544329+08	5456548045797	84800161	\N	想问一下关于万事达 或是Visa境外支付业务规则，及清算产品项目的简单介绍。	49	closed	f	2016-02-04 23:54:11.331608+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 13:49:51.088155+08	5456499358857	84769679	\N	想找一个摄影师帮我拍职业肖像照，市场上价格高低都有，想知道如何判断摄影师的资质，并选择性价比高的摄影师呢？	49	closed	f	2016-02-04 13:51:28.076889+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 15:19:26.75315+08	5448396670245	84745950	\N	ubxdjndnjd今年的你insin是	49	refunded	f	2016-02-18 11:08:02.830103+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 13:55:49.680928+08	5456534827894	84747127	\N	呵呵。。。。。。。。	49	draft	f	2016-02-04 13:55:49.680928+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 14:23:28.857544+08	5448060835560	84745950	84745951	想打造高逼格的设计品牌，应该选择什么类型的文案风格才能不失水准又简明扼要？	49	refunded	f	2016-02-18 11:08:09.930618+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 10:19:47.788075+08	5455238991370	84745950	\N	创业初期的公司如融资，是参加“某创业营”被选拔还是主动接触多家风投？	49	refunded	f	2016-02-18 11:08:16.120636+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-05 11:37:06.867532+08	5464342887797	84747549	\N	天猫或京东等电商平台的组织架构衍变，特别是早期的、运营部门的组织架构	49	draft	f	2016-02-05 11:37:06.867532+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 16:43:41.856517+08	5448902158562	84745950	\N	想给父母做个全身体检作为新年礼物，请问有哪些必要的和重要的项目要选择？	49	refunded	f	2016-02-18 11:08:21.733229+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 18:13:40.192727+08	5458082016776	84769679	84762365	有朋友想转行做职业摄影师，他比较擅长人像摄影，想帮他了解下这块的市场和从业情况。	49	accepted	f	2016-02-05 13:49:40.903417+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 11:13:15.478454+08	5455559772435	84756208	84783004	和父母沟通总是非常急躁控制不住情绪，和其他人都不会。怎么可以脱离这个困境？	49	done	t	2016-02-04 14:52:17.072167+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 15:23:02.88433+08	5448418214526	84745854	\N	如何建立用户信誉体系？	49	draft	f	2016-02-03 15:23:02.88433+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 15:26:08.712538+08	5448436978624	84745951	\N	就像觉得肯定快点快点快点咖啡咖啡看看	49	draft	f	2016-02-03 15:26:08.712538+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 17:50:35.628916+08	5449303584235	84745950	84745854	微信公众号如何把粉丝转换成微信群用户？	49	refunded	t	2016-02-18 11:08:23.595909+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 15:16:46.867258+08	5448380732790	84745950	84745951	"职业生涯的连贯性重要吗？如果找到了自己喜欢的东西，重新转行业值得吗？参考标准是什么？\n"	49	refunded	t	2016-02-18 11:08:27.972937+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 14:31:51.35597+08	5448111138504	84745950	84745951	创业初期的公司如融资，是参加“某创业营”被选拔还是主动接触多家风投？	49	refunded	t	2016-02-18 11:08:30.414014+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-18 16:06:25.525491+08	5578278525549	84750505	\N	想咨询有哪些可以提高专注度的方法，提升工作学习的效率	49	draft	f	2016-02-18 16:06:25.525491+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 11:43:50.504079+08	5455743292465	84782245	84801097	对医疗服务机构的估值问题，具体来说对专科／全科／医生集团估值上有何区别？用活跃用户来估算互联网医疗公司是否合理？	49	accepted	f	2016-02-04 16:44:18.3921+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 11:35:09.569652+08	5455690810669	84747843	84781598	想运动减肥无奈膝关节特别脆弱，有没有专门的训练可以强化？或者在保护膝盖的前提下瘦身的运动方式推荐？	49	done	t	2016-02-04 17:07:25.521705+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-03-19 16:45:46.1926+08	5837714679699	84908995	84745853	创业团队早期用什么软件沟通交流以及团队协作工具比较方便？	49	done	f	2016-03-19 16:45:46.1926+08	f	2016-03-19 16:45:46.1926+08	t	t
2016-02-03 17:48:27.685164+08	5449290795500	84870279	\N	不想那些继续进行的亟待解决的大家觉得基地觉得肯定	49	draft	f	2016-02-03 17:48:27.685164+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 16:13:09.892309+08	5448718944166	84745854	\N	标签体系应该如何设计？	49	closed	f	2016-02-04 10:03:08.64824+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 11:48:44.555097+08	5455772612119	84793167	\N	我就问问啦啦啦的下一个月就可以	49	draft	f	2016-02-04 11:48:44.555097+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 11:57:56.19474+08	5455827469767	84745950	\N	学区房的选择上应该应该偏重于小学还是中学？北京有什么具体的相关政策？	49	draft	f	2016-02-04 11:57:56.19474+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 16:16:36.895629+08	5448739628536	84745951	84745854	30岁未婚女，在面试时被问到近期有没有计划结婚生孩子的问题时，怎么回答最合适？	49	done	f	2016-02-04 12:00:00.098623+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-03 16:04:09.34104+08	5448664911812	84745854	84745950	健身时期有哪些好的健康食谱推荐？（希望能荤素搭配，不是以减肥为目的）	49	closed	t	2016-02-04 10:33:26.329433+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-03-18 14:56:06.917367+08	5828416573379	84758072	\N	目前各大直播平台上主播和平台的模式有哪几种？收入计算方式具体是怎么样的？希望有了解规则的行家解答。	49	refunded	f	2016-03-18 14:56:36.659602+08	f	2016-03-18 14:56:06.917367+08	t	f
2016-02-05 20:22:24.653252+08	5467494451949	84749873	84766661	如何做到一心好几用？	49	done	t	2016-02-07 15:07:55.138101+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 12:16:55.192502+08	5455941717894	84765881	\N	自由职业者是很多职场妈妈的梦想，想不想未来成为一名自由职业者？和我聊聊吧！六年独立顾问之旅，从谈项目搞定客户，到项目交付挖掘新需求，我有不少经验可与你分享。	49	draft	f	2016-02-04 12:16:55.192502+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 10:53:59.03081+08	5455444025071	84756208	\N	FG GG环境很好VV哈哈 哈哈	49	draft	f	2016-02-04 10:53:59.03081+08	f	2016-03-02 18:28:46.894183+08	t	f
2016-02-04 10:54:13.036499+08	5455445135685	84756208	\N	FG GG环境很好VV哈哈 哈哈	49	draft	f	2016-02-04 10:54:13.036499+08	f	2016-03-02 18:28:46.894183+08	t	f
